504.201680672268,0,-540.690105894797
1008.40336134453,0,-1081.38021178959
1512.6050420168,0,-1622.07031768439
2016.80672268907,0,-2162.76042357919
2521.00840336134,0,-2703.45052947398
3025.21008403361,0,-3244.14063536878
3529.41176470588,0,-3784.83074126358
4033.61344537815,0,-4325.52084715838
4537.81512605042,0,-4866.21095305318
5042.01680672268,0,-5406.90105894797
5546.21848739495,0,-5947.59116484277
6050.42016806722,0,-6488.28127073757
6554.62184873949,0,-7028.97137663237
7058.82352941176,0,-7569.66148252717
7563.02521008403,0,-8110.35158842196
8067.2268907563,0,-8651.04169431676
8571.42857142857,0,-9191.73180021156
9075.63025210084,0,-9732.42190610636
9579.8319327731,0,-10273.1120120011
10084.0336134453,0,-10813.8021178959
10588.2352941176,0,-11354.4922237907
11092.4369747899,0,-11895.1823296855
11596.6386554621,0,-12435.8724355803
12100.8403361344,0,-12976.5625414751
12605.0420168067,0,-13517.2526473699
13109.2436974789,0,-14057.9427532647
13613.4453781512,0,-14598.6328591595
14117.6470588235,0,-15139.3229650543
14621.8487394957,0,-15680.0130709491
15126.050420168,0,-16220.7031768439
15630.2521008403,0,-16761.3932827387
16134.4537815126,0,-17302.0833886335
16638.6554621848,0,-17842.7734945283
17142.8571428571,0,-18383.4636004231
17647.0588235293,0,-18924.1537063179
18151.2605042016,0,-19464.8438122127
18655.4621848739,0,-20005.5339181075
19159.6638655462,0,-20546.2240240023
19663.8655462184,0,-21086.9141298971
20168.0672268907,0,-21627.6042357919
20672.268907563,0,-22168.2943416867
21176.4705882352,0,-22708.9844475815
21680.6722689075,0,-23249.6745534763
22184.8739495798,0,-23790.3646593711
22689.0756302521,0,-24331.0547652659
23193.2773109243,0,-24871.7448711607
23697.4789915966,0,-25412.4349770555
24201.6806722689,0,-25953.1250829503
24705.8823529411,0,-26493.815188845
25210.0840336134,0,-27034.5052947398
25714.2857142857,0,-27575.1954006346
26218.4873949579,0,-28115.8855065294
26722.6890756302,0,-28656.5756124242
27226.8907563025,0,-29197.265718319
27731.0924369747,0,-29737.9558242138
28235.294117647,0,-30278.6459301086
28739.4957983193,0,-30819.3360360034
29243.6974789915,0,-31360.0261418982
29747.8991596638,0,-31900.716247793
30252.1008403361,0,-32441.4063536878
30756.3025210084,0,-32982.0964595826
31260.5042016806,0,-33522.7865654774
31764.7058823529,0,-34063.4766713722
32268.9075630252,0,-34604.166777267
32773.1092436974,0,-35144.8568831618
33277.3109243697,0,-35685.5469890566
33781.512605042,0,-36226.2370949514
34285.7142857142,0,-36766.9272008462
34789.9159663865,0,-37307.617306741
35294.1176470587,0,-37848.3074126358
35798.319327731,0,-38388.9975185306
36302.5210084033,0,-38929.6876244253
36806.7226890756,0,-39470.3777303202
37310.9243697478,0,-40011.067836215
37815.1260504201,0,-40551.7579421098
38319.3277310924,0,-41092.4480480046
38823.5294117647,0,-41633.1381538994
39327.7310924369,0,-42173.8282597942
39831.9327731092,0,-42714.518365689
40336.1344537815,0,-43255.2084715838
40840.3361344537,0,-43795.8985774786
41344.537815126,0,-44336.5886833734
41848.7394957983,0,-44877.2787892682
42352.9411764705,0,-45417.968895163
42857.1428571428,0,-45958.6590010578
43361.3445378151,0,-46499.3491069526
43865.5462184873,0,-47040.0392128474
44369.7478991596,0,-47580.7293187422
44873.9495798319,0,-48121.419424637
45378.1512605042,0,-48662.1095305318
45882.3529411764,0,-49202.7996364266
46386.5546218487,0,-49743.4897423214
46890.756302521,0,-50284.1798482162
47394.9579831932,0,-50824.869954111
47899.1596638655,0,-51365.5600600058
48403.3613445378,0,-51906.2501659006
48907.56302521,0,-52446.9402717954
49411.7647058823,0,-52987.6303776901
49915.9663865546,0,-53528.320483585
50420.1680672268,0,-54069.0105894797
50924.3697478991,0,-54609.7006953745
51428.5714285714,0,-55150.3908012693
51932.7731092437,0,-55691.0809071641
52436.9747899159,0,-56231.7710130589
52941.1764705882,0,-56772.4611189537
53445.3781512605,0,-57313.1512248485
53949.5798319327,0,-57853.8413307433
54453.781512605,0,-58394.5314366381
54957.9831932773,0,-58935.2215425329
55462.1848739495,0,-59475.9116484277
55966.3865546218,0,-60016.6017543225
56470.5882352941,0,-60557.2918602173
56974.7899159663,0,-61097.9819661121
57478.9915966386,0,-61638.6720720069
57983.1932773109,0,-62179.3621779017
58487.3949579831,0,-62720.0522837965
58991.5966386554,0,-63260.7423896913
59495.7983193277,0,-63801.4324955861
60000,0,-64342.1226014809
60000,0,-64342.1226014809
60315.7379551346,0,-64347.1067102192
60631.4759102693,0,-64362.054068166
60947.2138654039,0,-64386.9497754698
61262.9518205386,0,-64421.7690155483
61578.6897756732,0,-64466.4770798257
61894.4277308079,0,-64521.0294023311
62210.1656859425,0,-64585.3716041232
62525.9036410772,0,-64659.4395474958
62841.6415962118,0,-64743.1593999123
63157.3795513465,0,-64836.4477076031
63473.1175064811,0,-64939.2114787542
63788.8554616158,0,-65051.3482762036
64104.5934167504,0,-65172.746319553
64420.3313718851,0,-65303.2845965927
64736.0693270197,0,-65442.8329839291
65051.8072821544,0,-65591.252376695
65367.5452372891,0,-65748.3948272118
65683.2831924237,0,-65914.1036924674
65999.0211475584,0,-66088.2137902612
66314.759102693,0,-66270.551563861
66630.4970578277,0,-66460.935255009
66946.2350129623,0,-66659.1750851012
67261.972968097,0,-66865.0734443638
67577.7109232316,0,-67078.4250888345
67893.4488783663,0,-67299.0173449542
68209.1868335009,0,-67526.6303215646
68524.9247886356,0,-67761.0371291005
68840.6627437702,0,-68002.0041057585
69156.4006989049,0,-68249.2910504157
69472.1386540395,0,-68502.6514620678
69787.8766091742,0,-68761.8327855465
70103.6145643088,0,-69026.5766632719
70419.3525194435,0,-69296.6191927891
70735.0904745781,0,-69571.691189832
71050.8284297128,0,-69851.5184566517
71366.5663848474,0,-70135.8220553431
71682.3043399821,0,-70424.318585896
71998.0422951168,0,-70716.7204686947
72313.7802502514,0,-71012.7362311833
72629.5182053861,0,-71312.0707984122
72945.2561605207,0,-71614.4257871749
73260.9941156554,0,-71919.4998034431
73576.73207079,0,-72226.9887428027
73892.4700259247,0,-72536.5860935919
74208.2079810593,0,-72847.9832424383
74523.945936194,0,-73160.8697818918
74839.6838913286,0,-73474.9338198454
75155.4218464633,0,-73789.8622904358
75471.1598015979,0,-74105.3412661147
75786.8977567326,0,-74421.056270578
76102.6357118672,0,-74736.6925922434
76418.3736670019,0,-75051.9355979611
76734.1116221366,0,-75366.471046647
77049.8495772712,0,-75679.9854025257
77365.5875324059,0,-75992.1661476689
77681.3254875405,0,-76302.7020935207
77997.0634426752,0,-76611.2836910968
78312.8013978098,0,-76917.6033395499
78628.5393529445,0,-77221.3556927926
78944.2773080791,0,-77522.2379638733
79260.0152632138,0,-77819.9502268007
79575.7532183484,0,-78114.1957155167
79891.4911734831,0,-78404.6811197188
80207.2291286177,0,-78691.1168772388
80522.9670837524,0,-78973.2174626844
80838.705038887,0,-79250.7016720568
81154.4429940217,0,-79523.2929030617
81470.1809491563,0,-79790.7194308316
81785.918904291,0,-80052.7146787879
82101.6568594256,0,-80309.0174843695
82417.3948145603,0,-80559.3723593659
82733.1327696949,0,-80803.529744593
83048.8707248296,0,-81041.2462586595
83364.6086799642,0,-81272.2849405742
83680.3466350989,0,-81496.4154859546
83996.0845902336,0,-81713.4144765987
84311.8225453682,0,-81923.0656031934
84627.5605005029,0,-82125.1598809362
